date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:11:28	44/44	---M-Z	200	added ('OK')	text/plain	etag:%2218-5440bec8839a4%22	http://heyjackass.com/robots.txt		(from )
15:11:28	145808/145808	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:34%20GMT	http://heyjackass.com/	E:/HeyJackass/heyjackass.com/index.html	(from )
15:11:29	503/503	---M--	200	added ('OK')	image/png	etag:%221f7-51266384ced88%22	http://heyjackass.com/favicon-32x32.png	E:/HeyJackass/heyjackass.com/favicon-32x32.png	(from http://heyjackass.com/)
15:11:29	13904/13904	---M--	200	added ('OK')	image/png	etag:%223650-543f62b41b6c3%22	http://heyjackass.com/wp-content/uploads/2016/07/twitter-card.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/07/twitter-card.png	(from http://heyjackass.com/)
15:11:29	868/868	---M--	200	added ('OK')	image/png	etag:%22364-51266384d6b88%22	http://heyjackass.com/favicon-96x96.png	E:/HeyJackass/heyjackass.com/favicon-96x96.png	(from http://heyjackass.com/)
15:11:29	329/329	---M--	200	added ('OK')	image/png	etag:%22149-51266384cdab6%22	http://heyjackass.com/favicon-16x16.png	E:/HeyJackass/heyjackass.com/favicon-16x16.png	(from http://heyjackass.com/)
15:11:31	42/42	---MCZ	405	error ('Method%20Not%20Allowed')	text/plain	date:Thu,%2005%20Jan%202017%2023:11:37%20GMT	http://heyjackass.com/xmlrpc.php	E:/HeyJackass/heyjackass.com/xmlrpc.4.delayed	(from http://heyjackass.com/)
15:11:31	36762/36762	---M-Z	200	added ('OK')	text/css	etag:%228f9a-52dcece49a8c0-gzip%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/style.css?v=20120423234859	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/styled858.css	(from http://heyjackass.com/)
15:11:32	5493/5493	---M-Z	200	added ('OK')	text/css	etag:%221575-511a2621e7b94-gzip%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/js/fancybox/jquery.fancybox-1.3.4.css	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/js/fancybox/jquery.fancybox-1.3.4.css	(from http://heyjackass.com/)
15:11:32	6174/6174	---M-Z	200	added ('OK')	text/css	etag:%22181e-511a261e383af-gzip%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/skins/dark.css	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/skins/dark.css	(from http://heyjackass.com/)
15:11:32	6671/6671	---M-Z	200	added ('OK')	text/css	etag:%221a0f-531976904d540-gzip%22	http://heyjackass.com/wp-content/tablepress-combined.min.css?ver=36	E:/HeyJackass/heyjackass.com/wp-content/tablepress-combined.min5fa3.css	(from http://heyjackass.com/)
15:11:33	97184/97184	---M-Z	200	added ('OK')	application/javascript	etag:%2217ba0-5440bed55e38d-gzip%22	http://heyjackass.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	E:/HeyJackass/heyjackass.com/wp-includes/js/jquery/jqueryb8ff.js	(from http://heyjackass.com/)
15:11:33	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-5440bed5534e7-gzip%22	http://heyjackass.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	E:/HeyJackass/heyjackass.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://heyjackass.com/)
15:11:33	818/818	---M-Z	200	added ('OK')	text/xml	date:Thu,%2005%20Jan%202017%2023:11:39%20GMT	http://heyjackass.com/xmlrpc.php?rsd	E:/HeyJackass/heyjackass.com/xmlrpc0db0.php	(from http://heyjackass.com/)
15:11:34	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-5440bed26d8cd%22	http://heyjackass.com/wp-includes/wlwmanifest.xml	E:/HeyJackass/heyjackass.com/wp-includes/wlwmanifest.xml	(from http://heyjackass.com/)
15:11:36	32209/32209	---M--	200	added ('OK')	application/rss+xml	etag:%22afb3f097d690565a0b765d9dce9fc7f7%22	http://heyjackass.com/feed/	E:/HeyJackass/heyjackass.com/feed/index.html	(from http://heyjackass.com/)
15:11:37	20625/20625	---M--	200	added ('OK')	application/rss+xml	etag:%2255373271d3c74248b3863beb1948820e%22	http://heyjackass.com/comments/feed/	E:/HeyJackass/heyjackass.com/comments/feed/index.html	(from http://heyjackass.com/)
15:11:38	145813/145813	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:43%20GMT	http://heyjackass.com/home/	E:/HeyJackass/heyjackass.com/home/index.html	(from http://heyjackass.com/)
15:11:38	1214/1214	---M--	200	added ('OK')	image/png	etag:%224be-52d058421b5a8%22	http://heyjackass.com/wp-content/uploads/2016/03/cropped-site_icon-32x32.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/03/cropped-site_icon-32x32.png	(from http://heyjackass.com/)
15:11:39	7040/7040	---M--	200	added ('OK')	image/png	etag:%221b80-52d0584208c2b%22	http://heyjackass.com/wp-content/uploads/2016/03/cropped-site_icon-192x192.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/03/cropped-site_icon-192x192.png	(from http://heyjackass.com/)
15:11:40	48937/48937	---M--	200	added ('OK')	application/json	date:Thu,%2005%20Jan%202017%2023:11:40%20GMT	http://heyjackass.com/wp-json/	E:/HeyJackass/heyjackass.com/wp-json/index.html	(from http://heyjackass.com/)
15:11:40	6550/6550	---M--	200	added ('OK')	image/png	etag:%221996-52d0584213720%22	http://heyjackass.com/wp-content/uploads/2016/03/cropped-site_icon-180x180.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/03/cropped-site_icon-180x180.png	(from http://heyjackass.com/)
15:11:40	19716/19716	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2005%20Jan%202017%2023:11:46%20GMT	https://use.typekit.net/jqf6wyy.js	E:/HeyJackass/use.typekit.net/jqf6wyy.js	(from http://heyjackass.com/)
15:11:41	4074/4074	---M-Z	200	added ('OK')	text/css	etag:%22fea-54276539e6b32-gzip%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/custom.css	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/custom.css	(from http://heyjackass.com/)
15:11:41	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Jan%202017%2023:11:47%20GMT	http://heyjackass.com/enlightening-commentary	E:/HeyJackass/heyjackass.com/enlightening-commentary.14.delayed	(from http://heyjackass.com/)
15:11:42	191896/191896	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:47%20GMT	http://heyjackass.com/enlightening-commentary/	E:/HeyJackass/heyjackass.com/enlightening-commentary/index.html	(from http://heyjackass.com/)
15:11:43	1966/1966	---M--	200	added ('OK')	image/png	etag:%227ae-511a261825593%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/images/facebook-variation.png	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/images/facebook-variation.png	(from http://heyjackass.com/)
15:11:43	3925/3925	---M--	200	added ('OK')	image/png	etag:%22f55-511a261afaa1e%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/images/twitter-variation.png	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/images/twitter-variation.png	(from http://heyjackass.com/)
15:11:44	27805/27805	---MC-	200	added ('OK')	text/javascript	date:Wed,%2028%20Sep%202016%2020:19:01%20GMT	https://www.google-analytics.com/analytics.js	E:/HeyJackass/www.google-analytics.com/analytics.js	(from http://heyjackass.com/)
15:11:44	187631/187631	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:49%20GMT	http://heyjackass.com/category/2015-commentary/	E:/HeyJackass/heyjackass.com/category/2015-commentary/index.html	(from http://heyjackass.com/)
15:11:45	190743/190743	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:49%20GMT	http://heyjackass.com/category/2016-commentary/	E:/HeyJackass/heyjackass.com/category/2016-commentary/index.html	(from http://heyjackass.com/)
15:11:47	182715/182715	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:50%20GMT	http://heyjackass.com/category/2014-commentary/	E:/HeyJackass/heyjackass.com/category/2014-commentary/index.html	(from http://heyjackass.com/)
15:11:48	138058/138058	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:51%20GMT	http://heyjackass.com/category/2013-commentary/	E:/HeyJackass/heyjackass.com/category/2013-commentary/index.html	(from http://heyjackass.com/)
15:11:48	401156/401156	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:53%20GMT	http://heyjackass.com/gallery/	E:/HeyJackass/heyjackass.com/gallery/index.html	(from http://heyjackass.com/)
15:11:49	1950/1950	---M--	200	added ('OK')	image/png	etag:%2279e-511a2617a24c7%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/images/email-variation.png	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/images/email-variation.png	(from http://heyjackass.com/)
15:11:49	98683/98683	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:54%20GMT	http://heyjackass.com/category/2016-gallery/	E:/HeyJackass/heyjackass.com/category/2016-gallery/index.html	(from http://heyjackass.com/)
15:11:50	75037/75037	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:55%20GMT	http://heyjackass.com/category/2014-gallery/	E:/HeyJackass/heyjackass.com/category/2014-gallery/index.html	(from http://heyjackass.com/)
15:11:50	42062/42062	---MC-	200	added ('OK')	application/javascript	date:Thu,%2005%20Jan%202017%2023:11:40%20GMT	https://apis.google.com/js/plusone.js	E:/HeyJackass/apis.google.com/js/plusone.js	(from http://heyjackass.com/)
15:11:50	3695/3695	---M--	200	added ('OK')	image/png	etag:%22e6f-513f69ca68baa;513f69ca444f2%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/images/youtube-variation2	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/images/youtube-variation2.png	(from http://heyjackass.com/)
15:11:50	2051/2051	---M--	200	added ('OK')	image/png	etag:%22803-513f69be44c87%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/images/paypal-variation.png	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/images/paypal-variation.png	(from http://heyjackass.com/)
15:11:51	146516/146516	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:56%20GMT	http://heyjackass.com/category/2016-stats/	E:/HeyJackass/heyjackass.com/category/2016-stats/index.html	(from http://heyjackass.com/)
15:11:51	135093/135093	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:56%20GMT	http://heyjackass.com/category/2015-chicago-crime-murder-stats/	E:/HeyJackass/heyjackass.com/category/2015-chicago-crime-murder-stats/index.html	(from http://heyjackass.com/)
15:11:51	130393/130393	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:56%20GMT	http://heyjackass.com/category/2014-chicago-crime-murder-stats/	E:/HeyJackass/heyjackass.com/category/2014-chicago-crime-murder-stats/index.html	(from http://heyjackass.com/)
15:11:52	289067/289067	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:57%20GMT	http://heyjackass.com/category/2015-gallery/	E:/HeyJackass/heyjackass.com/category/2015-gallery/index.html	(from http://heyjackass.com/)
15:11:52	63971/63971	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:57%20GMT	http://heyjackass.com/category/2012-chicago-crime-murder-stats/	E:/HeyJackass/heyjackass.com/category/2012-chicago-crime-murder-stats/index.html	(from http://heyjackass.com/)
15:11:53	83489/83489	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:59%20GMT	http://heyjackass.com/category/2013-chicago-crime-murder-stats/	E:/HeyJackass/heyjackass.com/category/2013-chicago-crime-murder-stats/index.html	(from http://heyjackass.com/)
15:11:53	26592/26592	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:11:58%20GMT	http://heyjackass.com/glossary/	E:/HeyJackass/heyjackass.com/glossary/index.html	(from http://heyjackass.com/)
15:11:54	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Jan%202017%2023:11:59%20GMT	http://heyjackass.com/?p=20	E:/HeyJackass/heyjackass.com/index341b.html	(from http://heyjackass.com/)
15:11:54	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Jan%202017%2023:11:59%20GMT	http://heyjackass.com/?p=2153	E:/HeyJackass/heyjackass.com/indexa5aa.html	(from http://heyjackass.com/)
15:11:54	521/521	---M--	200	added ('OK')	image/png	etag:%22209-511a261ae46a9%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/images/twitter-ic-16.png	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/images/twitter-ic-16.png	(from http://heyjackass.com/)
15:11:54	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Jan%202017%2023:12:00%20GMT	http://heyjackass.com/?p=14841	E:/HeyJackass/heyjackass.com/indexaca0.html	(from http://heyjackass.com/)
15:11:54	5423/5423	---M--	200	added ('OK')	image/png	etag:%22152f-511a2616d3dd9%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/images/amazon.png	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/images/amazon.png	(from http://heyjackass.com/)
15:11:55	8831/8831	---M--	200	added ('OK')	image/png	etag:%22227f-54547889257c0%22	http://heyjackass.com/wp-content/uploads/2013/01/shooting_trend_010117.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2013/01/shooting_trend_010117.png	(from http://heyjackass.com/)
15:11:55	439/439	---M--	200	added ('OK')	image/png	etag:%221b7-511a26180953a%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/images/facebook-ic-16.png	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/images/facebook-ic-16.png	(from http://heyjackass.com/)
15:11:56	25137/25137	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:01%20GMT	http://heyjackass.com/shootings/	E:/HeyJackass/heyjackass.com/shootings/index.html	(from http://heyjackass.com/)
15:11:56	440/440	---M--	200	added ('OK')	image/png	etag:%221b8-511a261ace984%22	http://heyjackass.com/wp-content/themes/shaken-grid-premium/images/tumblr-ic-16.png	E:/HeyJackass/heyjackass.com/wp-content/themes/shaken-grid-premium/images/tumblr-ic-16.png	(from http://heyjackass.com/)
15:11:56	14521/14521	---M--	200	added ('OK')	image/jpeg	etag:%2238b9-511a27094b02a%22	http://heyjackass.com/wp-content/uploads/2015/01/FatherTime-e1420209679644.jpg	E:/HeyJackass/heyjackass.com/wp-content/uploads/2015/01/FatherTime-e1420209679644.jpg	(from http://heyjackass.com/)
15:11:57	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Jan%202017%2023:12:03%20GMT	http://heyjackass.com/?p=174	E:/HeyJackass/heyjackass.com/index0325.html	(from http://heyjackass.com/)
15:11:57	30175/30175	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:03%20GMT	http://heyjackass.com/enlightening-commentary/year-in-review-4/	E:/HeyJackass/heyjackass.com/enlightening-commentary/year-in-review-4/index.html	(from http://heyjackass.com/)
15:11:58	32458/32458	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:04%20GMT	http://heyjackass.com/enlightening-commentary/shitshow-of-the-year-2/	E:/HeyJackass/heyjackass.com/enlightening-commentary/shitshow-of-the-year-2/index.html	(from http://heyjackass.com/)
15:11:59	28980/28980	---M--	200	added ('OK')	image/png	etag:%227134-545297d14c759%22	http://heyjackass.com/wp-content/uploads/2017/01/2016_monthly_shooting_trend-320x275.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2017/01/2016_monthly_shooting_trend-320x275.png	(from http://heyjackass.com/)
15:11:59	30013/30013	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:05%20GMT	http://heyjackass.com/enlightening-commentary/januarys-57/	E:/HeyJackass/heyjackass.com/enlightening-commentary/januarys-57/index.html	(from http://heyjackass.com/)
15:12:00	8206/8206	---M--	200	added ('OK')	image/png	etag:%22200e-54509dd22ff31%22	http://heyjackass.com/wp-content/uploads/2016/01/2016_shot_clock.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/2016_shot_clock.png	(from http://heyjackass.com/)
15:12:00	30064/30064	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:06%20GMT	http://heyjackass.com/enlightening-commentary/february-wrap-up-2/	E:/HeyJackass/heyjackass.com/enlightening-commentary/february-wrap-up-2/index.html	(from http://heyjackass.com/)
15:12:01	23933/23933	---M--	200	added ('OK')	image/png	etag:%225d7d-54509dd254394%22	http://heyjackass.com/wp-content/uploads/2016/01/2016_shot_clock-320x249.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/2016_shot_clock-320x249.png	(from http://heyjackass.com/)
15:12:02	30461/30461	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:07%20GMT	http://heyjackass.com/enlightening-commentary/chopped/	E:/HeyJackass/heyjackass.com/enlightening-commentary/chopped/index.html	(from http://heyjackass.com/)
15:12:02	30867/30867	---M--	200	added ('OK')	image/png	etag:%227893-545297d125215%22	http://heyjackass.com/wp-content/uploads/2017/01/2016_monthly_shooting_trend.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2017/01/2016_monthly_shooting_trend.png	(from http://heyjackass.com/)
15:12:03	29343/29343	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:08%20GMT	http://heyjackass.com/enlightening-commentary/may-wrap-up-2/	E:/HeyJackass/heyjackass.com/enlightening-commentary/may-wrap-up-2/index.html	(from http://heyjackass.com/)
15:12:06	16124/16124	---M--	200	added ('OK')	image/png	etag:%223efc-54509de438abc%22	http://heyjackass.com/wp-content/uploads/2016/01/chalkie-2016.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/chalkie-2016.png	(from http://heyjackass.com/)
15:12:07	29133/29133	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:12%20GMT	http://heyjackass.com/enlightening-commentary/july-wrap-up/	E:/HeyJackass/heyjackass.com/enlightening-commentary/july-wrap-up/index.html	(from http://heyjackass.com/)
15:12:07	3456/3456	---M-Z	200	added ('OK')	application/x-javascript	etag:3c391a22bda9a93651f4c36e0b1b070c	http://c.amazon-adsystem.com/aax2/getads.js	E:/HeyJackass/c.amazon-adsystem.com/aax2/getads.js	(from http://heyjackass.com/)
15:12:07	29200/29200	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:13%20GMT	http://heyjackass.com/enlightening-commentary/august-wrap-up/	E:/HeyJackass/heyjackass.com/enlightening-commentary/august-wrap-up/index.html	(from http://heyjackass.com/)
15:12:08	4057/4057	---M--	200	added ('OK')	image/png	etag:%22fd9-54509df63683f%22	http://heyjackass.com/wp-content/uploads/2016/01/murder_trend-2016.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/murder_trend-2016.png	(from http://heyjackass.com/)
15:12:09	29427/29427	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:14%20GMT	http://heyjackass.com/enlightening-commentary/september-wrap-up/	E:/HeyJackass/heyjackass.com/enlightening-commentary/september-wrap-up/index.html	(from http://heyjackass.com/)
15:12:10	44928/44928	---M--	200	added ('OK')	image/png	etag:%22af80-54509de4655d0%22	http://heyjackass.com/wp-content/uploads/2016/01/chalkie-2016-320x300.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/chalkie-2016-320x300.png	(from http://heyjackass.com/)
15:12:11	29226/29226	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:16%20GMT	http://heyjackass.com/enlightening-commentary/october-surprise/	E:/HeyJackass/heyjackass.com/enlightening-commentary/october-surprise/index.html	(from http://heyjackass.com/)
15:12:12	6722/6722	---M--	200	added ('OK')	image/png	etag:%221a42-5425d76e4cebc%22	http://heyjackass.com/wp-content/uploads/2016/01/2016_police_shootings-1.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/2016_police_shootings-1.png	(from http://heyjackass.com/)
15:12:12	65526/65526	---M--	200	added ('OK')	image/png	etag:%22fff6-5451634f7cc4c%22	http://heyjackass.com/wp-content/uploads/2016/01/2016_city_map.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/2016_city_map.png	(from http://heyjackass.com/)
15:12:13	29159/29159	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:18%20GMT	http://heyjackass.com/enlightening-commentary/november-wrap-up/	E:/HeyJackass/heyjackass.com/enlightening-commentary/november-wrap-up/index.html	(from http://heyjackass.com/)
15:12:13	21185/21185	---M--	200	added ('OK')	image/png	etag:%2252c1-5425d76e7730c%22	http://heyjackass.com/wp-content/uploads/2016/01/2016_police_shootings-1-320x249.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/2016_police_shootings-1-320x249.png	(from http://heyjackass.com/)
15:12:13	32354/32354	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:19%20GMT	http://heyjackass.com/enlightening-commentary/christmas-stupidity/	E:/HeyJackass/heyjackass.com/enlightening-commentary/christmas-stupidity/index.html	(from http://heyjackass.com/)
15:12:14	29972/29972	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:20%20GMT	http://heyjackass.com/enlightening-commentary/stay-fetal-update/	E:/HeyJackass/heyjackass.com/enlightening-commentary/stay-fetal-update/index.html	(from http://heyjackass.com/)
15:12:14	9328/9328	---M--	200	added ('OK')	image/png	etag:%222470-5450a38fbf633%22	http://heyjackass.com/wp-content/uploads/2016/01/cause-2016.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/cause-2016.png	(from http://heyjackass.com/)
15:12:15	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Jan%202017%2023:12:20%20GMT	http://heyjackass.com/?p=1	E:/HeyJackass/heyjackass.com/indexcff1.html	(from http://heyjackass.com/)
15:12:15	10433/10433	---M--	200	added ('OK')	image/png	etag:%2228c1-5453cf7e2f722%22	http://heyjackass.com/wp-content/uploads/2016/01/race-2016_final.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/race-2016_final.png	(from http://heyjackass.com/)
15:12:15	26894/26894	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:21%20GMT	http://heyjackass.com/2016-monthly-trend/	E:/HeyJackass/heyjackass.com/2016-monthly-trend/index.html	(from http://heyjackass.com/)
15:12:16	10497/10497	---M--	200	added ('OK')	image/png	etag:%222901-5450a39ffdc52%22	http://heyjackass.com/wp-content/uploads/2016/01/gender-2016.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/gender-2016.png	(from http://heyjackass.com/)
15:12:16	6435/6435	---M--	200	added ('OK')	image/png	etag:%221923-5450abd10a0f9%22	http://heyjackass.com/wp-content/uploads/2016/01/2016_total_shot.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/2016_total_shot.png	(from http://heyjackass.com/)
15:12:16	24881/24881	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:22%20GMT	http://heyjackass.com/2016-chicago-shot-clock/	E:/HeyJackass/heyjackass.com/2016-chicago-shot-clock/index.html	(from http://heyjackass.com/)
15:12:17	3672/3672	---M--	200	added ('OK')	image/png	etag:%22e58-5453ce60d3bbb%22	http://heyjackass.com/wp-content/uploads/2016/06/2016_age_final.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/06/2016_age_final.png	(from http://heyjackass.com/)
15:12:17	11899/11899	---M--	200	added ('OK')	image/png	etag:%222e7b-5453ce60f406b%22	http://heyjackass.com/wp-content/uploads/2016/06/2016_age_final-320x201.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/06/2016_age_final-320x201.png	(from http://heyjackass.com/)
15:12:17	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Jan%202017%2023:12:23%20GMT	http://heyjackass.com/?p=19671	E:/HeyJackass/heyjackass.com/index95fb.html	(from http://heyjackass.com/)
15:12:18	27869/27869	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:23%20GMT	http://heyjackass.com/2016-deadliest-hoods/	E:/HeyJackass/heyjackass.com/2016-deadliest-hoods/index.html	(from http://heyjackass.com/)
15:12:18	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Jan%202017%2023:12:23%20GMT	http://heyjackass.com/?p=14374	E:/HeyJackass/heyjackass.com/index6a35.html	(from http://heyjackass.com/)
15:12:18	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Jan%202017%2023:12:24%20GMT	http://heyjackass.com/?p=14376	E:/HeyJackass/heyjackass.com/indexc660.html	(from http://heyjackass.com/)
15:12:18	26228/26228	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:24%20GMT	http://heyjackass.com/2016-shot-placement/	E:/HeyJackass/heyjackass.com/2016-shot-placement/index.html	(from http://heyjackass.com/)
15:12:20	9152/9152	---M--	200	added ('OK')	image/png	etag:%2223c0-5450a9105d326%22	http://heyjackass.com/wp-content/uploads/2016/01/2016_legal.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/2016_legal.png	(from http://heyjackass.com/)
15:12:21	15224/15224	---M--	200	added ('OK')	image/png	etag:%223b78-52a5d7899628c%22	http://heyjackass.com/wp-content/uploads/2016/01/executive_actions.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/executive_actions.png	(from http://heyjackass.com/)
15:12:21	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Jan%202017%2023:12:27%20GMT	http://heyjackass.com/?p=14372	E:/HeyJackass/heyjackass.com/indexaece.html	(from http://heyjackass.com/)
15:12:22	28052/28052	---M--	200	added ('OK')	image/png	etag:%226d94-52a5d789e4e74%22	http://heyjackass.com/wp-content/uploads/2016/01/executive_actions-320x233.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/executive_actions-320x233.png	(from http://heyjackass.com/)
15:12:23	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Jan%202017%2023:12:28%20GMT	http://heyjackass.com/?p=935	E:/HeyJackass/heyjackass.com/index3ba5.html	(from http://heyjackass.com/)
15:12:24	152896/152896	---M--	200	added ('OK')	image/png	etag:%2225540-5451634fd8995%22	http://heyjackass.com/wp-content/uploads/2016/01/2016_city_map-320x482.png	E:/HeyJackass/heyjackass.com/wp-content/uploads/2016/01/2016_city_map-320x482.png	(from http://heyjackass.com/)
15:12:24	24842/24842	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202017%2023:12:30%20GMT	http://heyjackass.com/2016-homicide-trend/	E:/HeyJackass/heyjackass.com/2016-homicide-trend/index.html	(from http://heyjackass.com/)
